"unidade_ensino","modalidade_ensino","tipo_curso","tipo_oferta","Ano","Status_Matricula","Quantidade"
"CRFI","Educação Presencial","LICENCIATURA","Outros","2017","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Integrado","2017","certificados",0
"CRFI","Educação Presencial","TÉCNICO","PROEJA - Integrado","2017","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Subsequente","2017","certificados",77
"CRFI","Educação Presencial","TECNOLOGIA","Outros","2017","certificados",0
"CSAM","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2017","certificados",0
"CSAM","Educação a Distancia","TÉCNICO","Subsequente","2017","certificados",94
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2017","certificados",104
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2017","certificados",26
"CSAM","Educação Presencial","FORMACAO INICIAL","Outros","2017","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2017","certificados",0
"CSAM","Educação Presencial","LICENCIATURA","Outros","2017","certificados",26
"CSAM","Educação Presencial","TÉCNICO","Integrado","2017","certificados",26
"CSAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2017","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Subsequente","2017","certificados",88
"CSSB","Educação a Distancia","TÉCNICO","Subsequente","2017","certificados",20
"CSSB","Educação Presencial","FORMACAO CONTINUADA","Outros","2017","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Outros","2017","certificados",11
"CSSB","Educação Presencial","FORMACAO INICIAL","Subsequente","2017","certificados",0
"CSSB","Educação Presencial","LICENCIATURA","Outros","2017","certificados",1
"CSSB","Educação Presencial","TÉCNICO","Integrado","2017","certificados",2
"CSSB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2017","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Subsequente","2017","certificados",119
"CSSB","Educação Presencial","TECNOLOGIA","Outros","2017","certificados",0
"CTAG","Educação a Distancia","TÉCNICO","Subsequente","2017","certificados",93
"CTAG","Educação Presencial","BACHARELADO","Outros","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Outros","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Concomitante","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Outros","2017","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Subsequente","2017","certificados",373
"CTAG","Educação Presencial","LICENCIATURA","Outros","2017","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Integrado","2017","certificados",0
"CTAG","Educação Presencial","TÉCNICO","PROEJA - Integrado","2017","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Subsequente","2017","certificados",23
"CTAG","Educação Presencial","TECNOLOGIA","Outros","2017","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Outros","2017","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2017","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Concomitante","2017","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Outros","2017","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Subsequente","2017","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Concomitante","2017","certificados",0
"IFB","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2017","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Subsequente","2017","certificados",1068
"IFB","Educação Presencial","BACHARELADO","Outros","2017","certificados",0
"IFB","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2017","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2017","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Outros","2017","certificados",372
"IFB","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2017","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2017","certificados",46
"IFB","Educação Presencial","FORMACAO INICIAL","Concomitante","2017","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Outros","2017","certificados",41
"IFB","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2017","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Subsequente","2017","certificados",385
"IFB","Educação Presencial","LICENCIATURA","Outros","2017","certificados",66
"IFB","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2017","certificados",0
"IFB","Educação Presencial","TÉCNICO","Concomitante","2017","certificados",4
"IFB","Educação Presencial","TÉCNICO","Integrado","2017","certificados",95
"IFB","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2017","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2017","certificados",14
"IFB","Educação Presencial","TÉCNICO","Subsequente","2017","certificados",603
"IFB","Educação Presencial","TECNOLOGIA","Outros","2017","certificados",32
"IFB","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2017","certificados",0
"IFB","Todos","FORMACAO CONTINUADA","Subsequente","2017","certificados",0
"CBRA","Educação a Distancia","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CBRA","Educação a Distancia","FORMACAO INICIAL","Concomitante","2018","certificados",91
"CBRA","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",1
"CBRA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",11
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CBRA","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",0
"CBRA","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",0
"CBRA","Educação Presencial","LICENCIATURA","Outros","2018","certificados",32
"CBRA","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2018","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Concomitante","2018","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Integrado","2018","certificados",73
"CBRA","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",352
"CBRA","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",69
"CCEI","Educação a Distancia","FORMACAO CONTINUADA","Outros","2018","certificados",33
"CCEI","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",53
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",211
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CCEI","Educação Presencial","LICENCIATURA","Outros","2018","certificados",18
"CCEI","Educação Presencial","TÉCNICO","Integrado","2018","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",56
"CCEI","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",0
"CEST","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",102
"CEST","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",21
"CEST","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",46
"CEST","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",14
"CEST","Educação Presencial","LICENCIATURA","Outros","2018","certificados",0
"CEST","Educação Presencial","TÉCNICO","Integrado","2018","certificados",0
"CEST","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"CEST","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",25
"CGAM","Educação a Distancia","TÉCNICO","Concomitante","2018","certificados",0
"CGAM","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",5
"CGAM","Educação Presencial","BACHARELADO","Outros","2018","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2018","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",269
"CGAM","Educação Presencial","LICENCIATURA","Outros","2018","certificados",8
"CGAM","Educação Presencial","TÉCNICO","Integrado","2018","certificados",36
"CGAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",27
"CGAM","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",126
"CGAM","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",6
"CGAM","Todos","FORMACAO CONTINUADA","Subsequente","2018","certificados",15
"CPLA","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",62
"CPLA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",9
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",3
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",0
"CPLA","Educação Presencial","LICENCIATURA","Outros","2018","certificados",20
"CPLA","Educação Presencial","TÉCNICO","Concomitante","2018","certificados",9
"CPLA","Educação Presencial","TÉCNICO","Integrado","2018","certificados",53
"CPLA","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",93
"CPLA","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",41
"CPLA","Todos","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CREM","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"CREM","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",65
"CREM","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CREM","Educação Presencial","TÉCNICO","Integrado","2018","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2018","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"CREM","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",43
"CRFI","Educação a Distancia","FORMACAO INICIAL","Outros","2018","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Subsequente","2018","certificados",0
"CRFI","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",8
"CRFI","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",81
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",77
"CRFI","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2018","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",5
"CRFI","Educação Presencial","LICENCIATURA","Outros","2018","certificados",14
"CRFI","Educação Presencial","TÉCNICO","Integrado","2018","certificados",26
"CRFI","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"CRFI","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",61
"CRFI","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",0
"CSAM","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CSAM","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",2
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",24
"CSAM","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2018","certificados",0
"CSAM","Educação Presencial","LICENCIATURA","Outros","2018","certificados",14
"CSAM","Educação Presencial","TÉCNICO","Integrado","2018","certificados",62
"CSAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",1
"CSAM","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",69
"CSSB","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",2
"CSSB","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",182
"CSSB","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",0
"CSSB","Educação Presencial","LICENCIATURA","Outros","2018","certificados",21
"CSSB","Educação Presencial","TÉCNICO","Integrado","2018","certificados",87
"CSSB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",172
"CSSB","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",24
"CTAG","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",12
"CTAG","Educação Presencial","BACHARELADO","Outros","2018","certificados",5
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Concomitante","2018","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",130
"CTAG","Educação Presencial","LICENCIATURA","Outros","2018","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Integrado","2018","certificados",41
"CTAG","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",18
"CTAG","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",32
"CTAG","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",1
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Outros","2018","certificados",33
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2018","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Concomitante","2018","certificados",91
"IFB","Educação a Distancia","FORMACAO INICIAL","Outros","2018","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Subsequente","2018","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Concomitante","2018","certificados",0
"IFB","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2018","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Subsequente","2018","certificados",210
"IFB","Educação Presencial","BACHARELADO","Outros","2018","certificados",5
"IFB","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",20
"IFB","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2018","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Outros","2018","certificados",397
"IFB","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2018","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2018","certificados",314
"IFB","Educação Presencial","FORMACAO INICIAL","Concomitante","2018","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Outros","2018","certificados",305
"IFB","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2018","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Subsequente","2018","certificados",149
"IFB","Educação Presencial","LICENCIATURA","Outros","2018","certificados",127
"IFB","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2018","certificados",0
"IFB","Educação Presencial","TÉCNICO","Concomitante","2018","certificados",9
"IFB","Educação Presencial","TÉCNICO","Integrado","2018","certificados",378
"IFB","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2018","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2018","certificados",46
"IFB","Educação Presencial","TÉCNICO","Subsequente","2018","certificados",1029
"IFB","Educação Presencial","TECNOLOGIA","Outros","2018","certificados",141
"IFB","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2018","certificados",0
"IFB","Todos","FORMACAO CONTINUADA","Subsequente","2018","certificados",15
"CBRA","Educação a Distancia","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CBRA","Educação a Distancia","FORMACAO INICIAL","Concomitante","2019","certificados",1
"CBRA","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",13
"CBRA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",16
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",0
"CBRA","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",56
"CBRA","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CBRA","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",19
"CBRA","Educação Presencial","LICENCIATURA","Outros","2019","certificados",16
"CBRA","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2019","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Concomitante","2019","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Integrado","2019","certificados",0
"CBRA","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",152
"CBRA","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",52
"CCEI","Educação a Distancia","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CCEI","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",26
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",153
"CCEI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CCEI","Educação Presencial","LICENCIATURA","Outros","2019","certificados",16
"CCEI","Educação Presencial","TÉCNICO","Integrado","2019","certificados",0
"CCEI","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",41
"CCEI","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",18
"CEST","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",0
"CEST","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",13
"CEST","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CEST","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",7
"CEST","Educação Presencial","LICENCIATURA","Outros","2019","certificados",0
"CEST","Educação Presencial","TÉCNICO","Integrado","2019","certificados",0
"CEST","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"CEST","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",21
"CGAM","Educação a Distancia","TÉCNICO","Concomitante","2019","certificados",3
"CGAM","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",3
"CGAM","Educação Presencial","BACHARELADO","Outros","2019","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2019","certificados",0
"CGAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",76
"CGAM","Educação Presencial","LICENCIATURA","Outros","2019","certificados",6
"CGAM","Educação Presencial","TÉCNICO","Integrado","2019","certificados",24
"CGAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",31
"CGAM","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",74
"CGAM","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",16
"CGAM","Todos","FORMACAO CONTINUADA","Subsequente","2019","certificados",45
"CPLA","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",12
"CPLA","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",0
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",7
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",10
"CPLA","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CPLA","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",0
"CPLA","Educação Presencial","LICENCIATURA","Outros","2019","certificados",7
"CPLA","Educação Presencial","TÉCNICO","Concomitante","2019","certificados",5
"CPLA","Educação Presencial","TÉCNICO","Integrado","2019","certificados",5
"CPLA","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",102
"CPLA","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",9
"CPLA","Todos","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CREM","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"CREM","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",19
"CREM","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",223
"CREM","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CREM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",25
"CREM","Educação Presencial","TÉCNICO","Integrado","2019","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2019","certificados",0
"CREM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"CREM","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",37
"CRFI","Educação a Distancia","FORMACAO INICIAL","Outros","2019","certificados",0
"CRFI","Educação a Distancia","FORMACAO INICIAL","Subsequente","2019","certificados",0
"CRFI","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",1
"CRFI","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",0
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",158
"CRFI","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",48
"CRFI","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2019","certificados",0
"CRFI","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",0
"CRFI","Educação Presencial","LICENCIATURA","Outros","2019","certificados",29
"CRFI","Educação Presencial","TÉCNICO","Integrado","2019","certificados",84
"CRFI","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",17
"CRFI","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",81
"CRFI","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",0
"CSAM","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CSAM","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",0
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",27
"CSAM","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CSAM","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2019","certificados",0
"CSAM","Educação Presencial","LICENCIATURA","Outros","2019","certificados",0
"CSAM","Educação Presencial","TÉCNICO","Integrado","2019","certificados",38
"CSAM","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",4
"CSAM","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",97
"CSSB","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",8
"CSSB","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CSSB","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",0
"CSSB","Educação Presencial","LICENCIATURA","Outros","2019","certificados",5
"CSSB","Educação Presencial","TÉCNICO","Integrado","2019","certificados",1
"CSSB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"CSSB","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",110
"CSSB","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",2
"CTAG","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",55
"CTAG","Educação Presencial","BACHARELADO","Outros","2019","certificados",1
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",0
"CTAG","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",115
"CTAG","Educação Presencial","FORMACAO INICIAL","Concomitante","2019","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",0
"CTAG","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",0
"CTAG","Educação Presencial","LICENCIATURA","Outros","2019","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Integrado","2019","certificados",0
"CTAG","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"CTAG","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",49
"CTAG","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",4
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Outros","2019","certificados",0
"IFB","Educação a Distancia","FORMACAO CONTINUADA","Subsequente","2019","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Concomitante","2019","certificados",1
"IFB","Educação a Distancia","FORMACAO INICIAL","Outros","2019","certificados",0
"IFB","Educação a Distancia","FORMACAO INICIAL","Subsequente","2019","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Concomitante","2019","certificados",3
"IFB","Educação a Distancia","TÉCNICO","PROEJA - Integrado","2019","certificados",0
"IFB","Educação a Distancia","TÉCNICO","Subsequente","2019","certificados",137
"IFB","Educação Presencial","BACHARELADO","Outros","2019","certificados",1
"IFB","Educação Presencial","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",16
"IFB","Educação Presencial","FORMACAO CONTINUADA","Concomitante","2019","certificados",230
"IFB","Educação Presencial","FORMACAO CONTINUADA","Outros","2019","certificados",417
"IFB","Educação Presencial","FORMACAO CONTINUADA","PROEJA - Concomitante","2019","certificados",0
"IFB","Educação Presencial","FORMACAO CONTINUADA","Subsequente","2019","certificados",216
"IFB","Educação Presencial","FORMACAO INICIAL","Concomitante","2019","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Outros","2019","certificados",48
"IFB","Educação Presencial","FORMACAO INICIAL","PROEJA - Concomitante","2019","certificados",0
"IFB","Educação Presencial","FORMACAO INICIAL","Subsequente","2019","certificados",26
"IFB","Educação Presencial","LICENCIATURA","Outros","2019","certificados",79
"IFB","Educação Presencial","MESTRADO PROFISSIONAL","Outros","2019","certificados",0
"IFB","Educação Presencial","TÉCNICO","Concomitante","2019","certificados",5
"IFB","Educação Presencial","TÉCNICO","Integrado","2019","certificados",152
"IFB","Educação Presencial","TÉCNICO","PROEJA - Concomitante","2019","certificados",0
"IFB","Educação Presencial","TÉCNICO","PROEJA - Integrado","2019","certificados",52
"IFB","Educação Presencial","TÉCNICO","Subsequente","2019","certificados",764
"IFB","Educação Presencial","TECNOLOGIA","Outros","2019","certificados",83
"IFB","Todos","ESPECIALIZACAO (LATO SENSU)","Outros","2019","certificados",18
"IFB","Todos","FORMACAO CONTINUADA","Subsequente","2019","certificados",45
